Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
2592,population,word,281,106,257,5,0.443003,0.472129,121783.954647
2593,chance,word,22,90,20,5,0.36237,0.377442,1311.841405
2594,differ,word,18,102,6,5,0.336639,0.346665,33.339776
2595,preventive,word,6,0,2,5,0.323459,0.333875,6.850787
2596,progression,word,12,3,9,5,0.349072,0.362381,150.669935
2597,plant,word,51,4,48,5,0.378557,0.397238,8078.626858
2598,negative,word,34,3,35,5,0.380753,0.399735,3617.530458
2599,referral,word,8,78,6,5,0.298153,0.306631,22.798413
2600,shorter,word,11,90,3,5,0.324009,0.334549,87.159573
2601,renal failure,word,5,102,2,7,0.240748,0.244751,0
2602,medical condition,word,5,45,0,0,0,0,0
2603,kidneys,word,22,3,9,5,0.312457,0.323303,6039.757769
2604,acute kidney failure,word,5,102,3,6,0.263106,0.268822,229.535505
2605,chronic kidney failure,word,8,102,4,6,0.317052,0.326249,6438.626962
2606,chronic failure,word,7,3,5,5,0.344351,0.355708,106.739219
2607,low blood pressure,word,5,97,7,5,0.323016,0.334335,64.139475
2608,someone,word,5,3,1,6,0.303749,0.312008,0
2609,kidney failure,bigram,2,3,6,5,0.324578,0.334177,141.645259
2610,outcomes,word,11,97,7,5,0.34343,0.354526,112.515393
2611,men,word,71,102,50,5,0.391737,0.412031,14190.0438
2612,categories,word,8,106,5,5,0.337755,0.348465,167.140928
2613,chronic kidney disease,word,8,3,8,5,0.322311,0.332007,265.308587
2614,acute kidney injury,word,7,3,5,6,0.326065,0.335424,165.715166
2615,characterized,word,10,82,1,5,0.326263,0.335531,0
2616,diagnosed,word,5,3,2,5,0.333089,0.343369,0
2617,long term,word,7,0,4,5,0.291215,0.300141,62.268833
2618,extended,word,18,90,14,5,0.360161,0.374496,410.784337
2619,periods,word,12,90,7,5,0.345096,0.356475,66.269742
2620,antibiotics,word,12,102,5,6,0.323405,0.33379,5.947627
2621,tissues,word,8,4,3,6,0.268952,0.275966,23.925856
2622,affected,word,11,3,3,5,0.322311,0.331,26.340544
2623,african americans,word,14,106,4,6,0.341702,0.353744,0.86584
2624,general population,word,6,3,3,5,0.330572,0.342134,0
2625,exposure to,word,13,0,7,5,0.327639,0.337233,91.874635
2626,xorphanol,word,8,0,5,5,0.323671,0.334428,20.848442
2627,inn,word,8,102,8,6,0.319228,0.328099,189.573003
2628,usan,word,7,0,7,5,0.34401,0.358033,137.237876
2629,partial,word,27,0,26,5,0.365464,0.382509,1117.481448
2630,extent,word,16,102,6,5,0.333315,0.34585,271.492887
2631,marked,word,6,102,2,6,0.31244,0.320803,0
2632,antagonistic,word,10,0,6,5,0.306682,0.317217,37.374624
2633,possess,word,11,0,3,6,0.30461,0.312426,0
2634,reveal,word,17,90,7,5,0.348126,0.36088,803.510991
2635,euphoria,word,35,0,39,5,0.369211,0.387563,7478.746592
2636,lawsuit,word,26,106,24,5,0.361461,0.376965,2384.834886
2637,negotiation,word,5,90,1,6,0.270281,0.276587,0
2638,highest,word,16,106,14,6,0.342375,0.354052,354.198045
2639,headaches,word,10,3,8,5,0.31216,0.32181,49.341734
2640,organism,word,9,4,7,6,0.322364,0.331133,197.123549
2641,vertebrate,word,14,97,5,5,0.312887,0.322194,4.810971
2642,lung,word,18,3,15,5,0.339268,0.350784,259.319149
2643,secretion,word,7,102,4,5,0.323849,0.33221,13.2415
2644,cell,word,86,4,90,5,0.391711,0.414398,25599.965233
2645,placental,word,9,4,10,5,0.332395,0.34217,493.15379
2646,mammal,word,15,4,8,5,0.338084,0.348747,1090.357924
2647,bladder,word,5,97,4,5,0.308653,0.318814,143.764241
2648,metabolism,word,50,3,52,5,0.381638,0.401772,7885.126334
2649,uric,word,5,4,4,6,0.296031,0.304921,3.890017
2650,accumulation,word,12,3,14,5,0.339171,0.350463,596.8476
2651,removal,word,21,3,15,5,0.35437,0.368046,933.411255
2652,green,word,14,106,11,6,0.32866,0.339275,3535.623113
2653,excrete,word,24,0,22,5,0.353797,0.368535,2073.945177
2654,photosynthesis,word,6,4,5,5,0.29924,0.307438,42.213938
2655,oxygen,word,24,4,18,5,0.339678,0.350672,1248.783905
2656,byproduct,word,7,4,5,5,0.316001,0.324539,108.777367
2657,generate,word,22,106,15,5,0.360711,0.375453,1302.222485
2658,exit,word,6,90,5,5,0.320111,0.330786,179.214008
2659,wall,word,15,97,5,5,0.292991,0.301114,503.881333
2660,excess,word,20,3,17,5,0.356208,0.371068,630.172113
2661,leaf,word,6,4,5,5,0.306396,0.314415,62.685609
2662,diffusion,word,6,0,4,6,0.305904,0.31593,25.401883
2663,resin,word,17,3,10,5,0.324453,0.334126,119.382553
2664,interior,word,40,106,41,5,0.365374,0.382126,3076.328577
2665,ammonia,word,12,3,9,5,0.312292,0.321068,606.335941
2666,convert,word,18,82,7,5,0.33191,0.342455,198.966766
2667,bird,word,21,106,16,5,0.354541,0.3683,4994.108612
2668,efficient,word,12,106,8,6,0.31499,0.323785,163.874316
2669,store,word,25,4,15,5,0.341999,0.35325,1565.158225
2670,egg,word,6,4,3,5,0.298243,0.306433,61.663276
2671,gland,word,10,97,5,5,0.312622,0.32058,482.536096
2672,saline,word,13,97,14,5,0.336908,0.348217,109.769779
2673,pathology,word,10,3,10,5,0.332246,0.341135,105.624898
2674,metabolic waste,word,5,0,4,5,0.30058,0.309734,568.902105
2675,vertebrates,word,9,97,3,5,0.302597,0.311952,3.631965
2676,lungs,word,9,3,3,5,0.318987,0.328308,2.439343
2677,mammals,word,9,4,5,5,0.285101,0.293849,66.880001
2678,chemical reactions,word,5,3,2,5,0.302442,0.31152,0
2679,forced,word,15,82,9,6,0.329982,0.341654,257.832453
2680,excreted,word,11,0,6,5,0.313635,0.32383,34.718404
2681,stored,word,5,3,1,6,0.23808,0.242692,0
2682,intestines,word,6,0,3,5,0.313203,0.323467,3.596536
2683,eml,word,6,78,7,6,0.318832,0.326985,35.454081
2684,item,word,24,78,23,5,0.345661,0.356949,962.103975
2685,complementary,word,60,78,17,5,0.330388,0.339631,292.216169
2686,deem,word,13,106,9,5,0.35946,0.374059,163.371102
2687,infrastructure,word,16,106,7,5,0.337331,0.348998,106.742774
2688,train,word,35,78,27,5,0.363329,0.378856,1835.974311
2689,diagnostic,word,7,0,7,5,0.32558,0.336194,44.314652
2690,equipment,word,18,101,10,5,0.332134,0.342001,941.349506
2691,proper,word,15,106,4,6,0.337581,0.349224,1.325687
2692,alternative,word,61,102,56,5,0.38285,0.402917,20657.087251
2693,performance,word,49,106,47,5,0.372493,0.390997,6491.897402
2694,highrisk,word,7,82,6,5,0.348352,0.361585,77.143912
2695,characteristic,word,19,3,8,5,0.314336,0.324959,273.970201
2696,world health organization,word,6,78,5,5,0.336562,0.34737,85.158405
2697,items,word,15,78,11,6,0.315023,0.322953,106.620362
2698,populations,word,13,82,3,6,0.276416,0.283536,8.14243
2699,characteristics,word,6,0,1,6,0.282375,0.290209,0
2700,diamorphine,word,114,0,130,5,0.421597,0.446101,46445.059424
2701,mainly,word,25,97,15,5,0.36481,0.380108,282.154486
2702,euphoric,word,6,0,6,5,0.353416,0.368289,25.251591
2703,brown,word,20,106,17,5,0.353099,0.366819,593.380449
2704,variable,word,16,4,13,5,0.340226,0.350674,277.064651
2705,mam,word,15,0,16,5,0.346818,0.360866,309.27671
2706,monoacetylmorphine,word,10,0,12,5,0.336869,0.347906,71.615669
2707,acetylation,word,9,0,8,5,0.338219,0.34888,19.569716
2708,subcutaneous,word,12,97,11,5,0.34113,0.352771,105.065748
2709,impaired,word,17,3,10,5,0.337601,0.350006,285.395741
2710,behavioral,word,7,3,7,6,0.328367,0.338073,339.487006
2711,buprenorphine,word,16,0,14,5,0.3456,0.36007,212.73485
2712,methadone,word,259,0,282,4,0.448281,0.477809,151507.320141
2713,naltrexone,word,19,0,24,5,0.357134,0.372739,1536.544676
2714,alder,word,5,90,7,5,0.324667,0.335449,1523.00199
2715,wright,word,10,90,7,5,0.336543,0.348036,528.029352
2716,ton,word,6,106,3,6,0.316831,0.324358,0.741752
2717,sugar,word,13,3,12,5,0.349527,0.362556,334.181929
2718,caffeine,word,22,0,20,5,0.356251,0.37128,6577.986461
2719,bayer,word,26,0,20,5,0.363039,0.378675,1288.713709
2720,trade,word,92,0,75,4,0.405116,0.427008,19362.166515
2721,stem,word,12,4,4,5,0.316119,0.326514,29.424197
2722,shortterm,word,18,3,22,5,0.357307,0.372984,525.228423
2723,addict,word,23,0,19,5,0.365374,0.381604,462.713385
2724,myocardial,word,5,3,6,5,0.330221,0.340664,24.367974
2725,infarction,word,5,3,6,5,0.33371,0.34504,16.82234
2726,terminal,word,25,106,28,5,0.351586,0.365177,6850.852074
2727,caesarean,word,11,97,13,5,0.349093,0.361977,21.476155
2728,minimum,word,23,106,22,5,0.375907,0.393118,1087.720097
2729,supplemental,word,5,97,4,5,0.326678,0.33642,51.247818
2730,driver,word,6,3,5,5,0.338782,0.35033,82.4713
2731,nose,word,7,0,10,5,0.349361,0.362482,130.013567
2732,traditionally,word,17,82,3,5,0.318334,0.32843,3.841878
2733,cohort,word,7,3,1,5,0.314537,0.322688,0
2734,participant,word,25,90,17,5,0.355244,0.369203,1085.761443
2735,enrol,word,9,106,5,6,0.334352,0.343951,14.134009
2736,maintenance,word,55,0,48,5,0.38397,0.403995,3821.720699
2737,clinic,word,24,0,23,5,0.376362,0.394007,1399.860787
2738,controversial,word,12,82,3,6,0.316305,0.324942,1.600706
2739,enrollment,word,16,106,20,5,0.365668,0.381485,836.42792
2740,apparent,word,15,90,10,6,0.330258,0.338945,247.601497
2741,twice,word,19,4,14,5,0.359197,0.373605,430.489673
2742,supervision,word,11,3,11,5,0.346513,0.359452,186.803029
2743,referendum,word,17,106,17,5,0.36445,0.379694,775.24046
2744,voter,word,14,106,12,5,0.352047,0.365784,396.467114
2745,ordinance,word,10,106,10,6,0.338161,0.349075,231.729206
2746,dutch,word,30,106,26,5,0.362905,0.379115,2602.983974
2747,able,word,34,0,23,5,0.361838,0.377022,1702.559036
2748,danish,word,6,0,4,5,0.329209,0.33802,9.29808
2749,substitution,word,11,90,8,6,0.30756,0.31687,146.210397
2750,massive,word,14,102,11,5,0.348085,0.360905,505.135342
2751,largescale,word,5,0,4,5,0.333823,0.34329,1.870212
2752,amend,word,7,106,5,5,0.34351,0.355344,3.457881
2753,unavailable,word,5,102,3,6,0.317598,0.326694,1081.849749
2754,neurological,word,13,3,13,5,0.340304,0.353143,420.506981
2755,psychological,word,11,3,9,5,0.323388,0.333497,127.660683
2756,musculoskeletal,word,5,4,2,5,0.314922,0.322936,0
2757,smoking,word,11,97,11,5,0.353543,0.367575,76.238887
2758,suppository,word,8,97,6,5,0.318815,0.327597,19.674
2759,vaginal,word,8,97,4,5,0.325544,0.336279,11.603514
2760,insertion,word,25,97,30,5,0.357957,0.373328,3389.792332
2761,reinforce,word,6,106,4,5,0.34932,0.361244,13.023036
2762,suicide,word,29,3,23,5,0.379262,0.397159,813.799682
2763,murder,word,63,82,65,5,0.402439,0.423966,22409.200328
2764,weapon,word,13,0,10,5,0.354775,0.368498,384.321539
2765,harold,word,5,106,3,6,0.289573,0.298045,38.147758
2766,shipman,word,6,0,8,6,0.315208,0.323814,324.957533
2767,inquiry,word,5,0,3,5,0.334788,0.346245,80.282702
2768,storage,word,9,97,7,5,0.289672,0.297847,382.495111
2769,prescribing,word,15,0,15,5,0.370833,0.387227,1997.270518
2770,homicide,word,22,82,29,5,0.361904,0.377766,2441.493256
2771,river,word,114,106,90,5,0.38122,0.402971,22760.958072
2772,firstpass,word,10,0,8,5,0.350709,0.365084,56.034695
2773,dosedependent,word,8,0,5,5,0.337755,0.349464,10.324391
2774,opiatenaive,word,5,3,5,5,0.325616,0.334547,5.015866
2775,maximum,word,40,3,38,5,0.38402,0.403346,3391.025234
2776,shoot,word,32,90,22,5,0.364158,0.380032,1923.32999
2777,juice,word,6,0,1,5,0.296164,0.304181,0
2778,heated,word,5,90,5,5,0.325096,0.335215,248.30782
2779,accessible,word,6,97,3,5,0.315933,0.325289,4.172962
2780,collapse,word,15,90,8,5,0.344854,0.356492,63.883084
2781,deep,word,9,97,4,5,0.315376,0.324259,17.952452
2782,needle,word,59,97,50,5,0.363396,0.380165,10816.202343
2783,frequency,word,20,3,25,5,0.367556,0.384318,1965.804745
2784,burn,word,16,82,4,6,0.258659,0.263549,30.676662
2785,glass,word,11,3,12,5,0.339815,0.350466,196.470231
2786,aluminium,word,5,46,0,0,0,0,0
2787,flame,word,7,90,2,6,0.277559,0.28486,27.668131
2788,underneath,word,6,90,5,5,0.30665,0.315925,392.123277
2789,roll,word,118,78,96,5,0.383497,0.405541,25035.779203
2790,shorten,word,12,97,10,5,0.338762,0.348809,72.538793
2791,tip,word,24,97,19,5,0.330758,0.342515,1824.994177
2792,wound,word,9,78,2,5,0.327984,0.339306,2.261792
2793,insert,word,25,97,27,5,0.362015,0.377682,2192.403165
2794,vagina,word,5,97,2,7,0.23076,0.234802,0
2795,plunger,word,6,97,7,6,0.288428,0.29719,4089.532972
2796,rectum,word,5,97,4,6,0.277885,0.285331,2214.073587
2797,hard,word,14,0,4,5,0.351607,0.364435,283.62092
2798,purity,word,12,0,14,5,0.351335,0.363746,233.649762
2799,greatly,word,11,82,4,5,0.329044,0.33846,10.33508
2800,intense,word,7,90,4,5,0.29673,0.305541,25.842652
2801,explanation,word,6,0,7,5,0.33422,0.346087,24.830459
2802,comparable,word,7,97,2,5,0.311863,0.321398,0
2803,feeling,word,7,0,1,6,0.269664,0.276308,0
2804,relaxation,word,6,3,8,5,0.3177,0.326929,14.594952
2805,sleepiness,word,5,97,4,5,0.30904,0.317702,42.954273
2806,heavy,word,55,3,44,5,0.374596,0.392887,5059.948596
2807,permanent,word,28,3,26,5,0.373317,0.390432,2633.38605
2808,neuronal,word,11,0,14,5,0.346066,0.359683,273.17848
2809,hormonal,word,6,102,6,5,0.344975,0.357065,249.175764
2810,behavior,word,45,3,35,5,0.373152,0.39129,3090.018662
2811,adapt,word,5,78,2,7,0.25974,0.265469,2.681711
2812,abruptly,word,6,3,4,5,0.327403,0.336869,322.687841
2813,discontinuation,word,10,0,10,5,0.361816,0.37685,99.060503
2814,cessation,word,5,0,3,5,0.328422,0.338982,0
2815,sweat,word,13,0,9,5,0.300611,0.309805,598.120702
2816,female,word,68,90,62,5,0.392936,0.413837,25958.280271
2817,insomnia,word,13,3,12,5,0.346046,0.359246,133.012748
2818,cold,word,26,106,22,5,0.359547,0.374592,3117.315613
2819,eye,word,22,3,17,5,0.361086,0.37582,1212.444643
2820,involuntary,word,9,0,8,5,0.334409,0.344329,152.048986
2821,spasm,word,5,3,4,5,0.308186,0.318286,17.960323
2822,kick,word,9,90,6,5,0.312325,0.323385,69.251047
2823,drugrelate,word,7,82,4,5,0.337968,0.348375,2.135079
2824,aspiration,word,7,0,6,5,0.322118,0.332332,83.32035
2825,quote,word,6,78,2,5,0.301255,0.309097,0
2826,median,word,26,106,23,5,0.369904,0.386587,630.850021
2827,bloodbrain,word,9,97,5,5,0.317478,0.326074,12.335923
2828,barrier,word,24,97,22,5,0.352825,0.366921,3031.883182
2829,anxiolytic,word,6,0,4,5,0.328386,0.33912,0
2830,gprotein,word,7,0,3,6,0.29615,0.306126,1308.794065
2831,couple,word,5,0,2,5,0.300978,0.310524,31.738942
2832,indirectly,word,6,97,2,6,0.298062,0.308064,4.534499
2833,neuron,word,31,97,26,5,0.350793,0.36448,2676.912732
2834,neurotransmitter,word,19,0,13,5,0.330739,0.342972,406.344408
2835,oxymorphone,word,10,0,8,5,0.332452,0.344191,277.561749
2836,intravenously,word,22,97,22,5,0.354903,0.370058,825.921801
2837,histamine,word,8,0,5,5,0.336562,0.348304,3.405018
2838,itch,word,6,0,5,5,0.328294,0.338169,3.787897
2839,gaba,word,10,0,11,5,0.34637,0.359686,176.426445
2840,dopamine,word,18,0,17,5,0.347532,0.361447,1857.282371
2841,peptide,word,15,0,7,5,0.333748,0.345652,86.721882
2842,metenkephalin,word,7,0,6,5,0.325526,0.336299,119.008432
2843,upregulation,word,8,0,7,5,0.336294,0.346913,31.481356
2844,alteration,word,8,3,7,5,0.322752,0.332611,121.700078
2845,morphineglucuronide,word,6,0,8,5,0.322752,0.332941,29.854027
2846,pharmacology,word,34,0,28,5,0.362193,0.378715,8747.165717
2847,outlaw,word,7,90,7,5,0.3479,0.360002,124.838723
2848,acetic,word,7,4,6,5,0.327548,0.339205,67.676089
2849,anhydride,word,5,4,4,5,0.324275,0.334995,19.4797
2850,commercial,word,46,106,33,5,0.37677,0.394896,5711.406104
2851,screening,word,19,3,12,5,0.349279,0.363089,614.831741
2852,interpret,word,6,3,2,5,0.319695,0.32729,0
2853,hydrolysis,word,10,4,10,5,0.333635,0.342816,442.869988
2854,step,word,17,90,10,5,0.336236,0.345277,381.191347
2855,examine,word,6,3,5,5,0.325329,0.334047,16.248225
2856,individually,word,5,97,1,5,0.287333,0.294633,0
2857,cultivate,word,6,0,3,6,0.287683,0.295288,0
2858,ago,word,11,82,5,5,0.341524,0.352187,6.404848
2859,alkaloid,word,22,0,16,5,0.346757,0.360253,557.186924
2860,send,word,24,106,8,5,0.340952,0.35123,88.73668
2861,rabbit,word,7,4,6,6,0.289318,0.297528,59.00089
2862,sensitive,word,20,3,21,5,0.355394,0.369736,3498.988696
2863,pupil,word,6,3,5,6,0.305967,0.31446,27.719124
2864,considerable,word,5,47,0,0,0,0,0
2865,slight,word,8,97,3,6,0.259888,0.265496,0
2866,tendency,word,7,3,4,5,0.327984,0.339645,10.334438
2867,actual,word,22,82,17,5,0.340657,0.352164,501.803367
2868,invention,word,6,97,5,6,0.331723,0.342958,1040.056536
2869,independently,word,8,0,2,5,0.31254,0.32227,1.861144
2870,dreser,word,6,0,7,5,0.340933,0.353129,249.710138
2871,acetylate,word,5,0,4,5,0.322241,0.331186,11.1195
2872,aspirin,word,21,0,18,5,0.364922,0.381409,597.996057
2873,coin,word,8,90,4,6,0.314152,0.322637,25.903001
2874,ancient,word,10,90,5,5,0.329228,0.338071,142.299644
2875,trademark,word,15,0,15,5,0.355479,0.369265,366.914362
2876,sideeffect,word,6,97,3,5,0.31137,0.321446,3.262546
2877,nonaddictive,word,7,0,6,5,0.32855,0.339157,58.39162
2878,check,word,12,0,3,6,0.306126,0.31378,4.308158
2879,congress,word,42,106,34,5,0.366189,0.382989,10771.66094
2880,fill,word,14,82,2,6,0.272087,0.278427,4.476605
2881,legislation,word,70,106,71,5,0.38913,0.410569,17267.967949
2882,defeat,word,17,90,11,5,0.348126,0.36108,990.668942
2883,jazz,word,9,106,8,5,0.34111,0.352711,316.595295
2884,musician,word,16,78,14,5,0.33593,0.345977,1522.41149
2885,prevalent,word,9,3,3,5,0.324364,0.335712,0.429965
2886,holiday,word,14,106,15,5,0.342018,0.353803,795.069439
2887,pepper,word,6,90,1,6,0.282011,0.289738,0
2888,ray,word,6,97,1,6,0.267152,0.273038,0
2889,charle,word,14,106,7,6,0.321312,0.331102,25.191971
2890,rock,word,46,90,41,5,0.374477,0.392506,13732.257839
2891,singer,word,7,0,6,5,0.339093,0.349027,155.269061
2892,kurt,word,6,106,2,6,0.273992,0.280656,21.728776
2893,phil,word,7,106,3,6,0.290056,0.298524,0
2894,tour,word,12,106,5,6,0.326769,0.338344,61.12327
2895,cope,word,5,3,2,5,0.344191,0.35746,0
2896,jame,word,20,106,9,6,0.337042,0.348341,114.636328
2897,taylor,word,5,48,0,0,0,0,0
2898,john,word,40,78,19,5,0.341425,0.353098,8160.983187
2899,winter,word,51,106,51,5,0.375668,0.394698,10290.420023
2900,richard,word,34,90,21,5,0.346838,0.360093,5682.602116
2901,song,word,48,78,45,5,0.379189,0.39807,8840.952088
2902,horse,word,8,97,2,5,0.323459,0.332399,6.040702
2903,hong,word,5,0,5,6,0.306969,0.315197,6.25878
2904,kong,word,6,0,5,6,0.306969,0.315197,6.25878
2905,imprisonment,word,25,82,20,5,0.359066,0.373684,429.423729
2906,possession,word,29,0,29,5,0.363195,0.379163,6527.723717
2907,jail,word,9,90,4,5,0.339971,0.35064,50.501486
2908,exclusively,word,8,49,0,0,0,0,0
2909,pulmonary,word,15,3,16,5,0.343111,0.355375,592.203426
2910,contract,word,40,90,46,5,0.370368,0.388017,16634.113725
2911,prohibit,word,23,82,18,5,0.373388,0.390065,89.602772
2912,poison,word,9,0,6,5,0.341307,0.353705,48.213863
2913,amendment,word,12,106,8,5,0.326805,0.336522,237.239996
2914,educational,word,9,106,6,5,0.334769,0.345387,3.549417
2915,governor,word,107,106,111,5,0.396816,0.420876,54451.993621
2916,authorization,word,10,0,7,6,0.326119,0.335588,38.485721
2917,guilty,word,8,0,8,5,0.337774,0.349977,50.392659
2918,offense,word,23,82,23,5,0.372587,0.389843,2245.306505
2919,punishable,word,9,82,7,5,0.342217,0.353786,14.893076
2920,mandatory,word,9,82,12,5,0.359328,0.373774,233.373183
2921,sentence,word,59,82,58,5,0.38154,0.401456,3786.826924
2922,oregon,word,10,106,7,5,0.348516,0.361026,12.471791
2923,strict,word,10,82,9,6,0.331351,0.342986,51.655414
2924,convict,word,23,82,13,5,0.34373,0.355319,125.711366
2925,offence,word,29,82,35,5,0.370763,0.388068,839.706787
2926,ultimately,word,12,4,7,5,0.329705,0.338288,110.346696
2927,isolation,word,8,0,5,5,0.325544,0.33508,126.969639
2928,raw,word,10,0,5,5,0.3315,0.340573,38.519221
2929,basic,word,19,82,8,5,0.334447,0.344092,102.993943
2930,aqueous,word,13,3,7,5,0.336811,0.347777,152.359666
2931,solid,word,6,4,3,5,0.315343,0.326102,11.340751
2932,react,word,17,3,11,5,0.350897,0.364189,187.073672
2933,purification,word,6,82,5,5,0.340226,0.351092,208.511975
2934,grade,word,18,82,17,5,0.361483,0.376195,207.739274
2935,sponsor,word,13,106,14,5,0.355693,0.370304,975.499197
2936,afghan,word,88,82,79,5,0.385549,0.407136,19438.381481
2937,square,word,35,106,31,5,0.375955,0.394171,1800.614861
2938,mile,word,43,106,45,5,0.376794,0.395621,3954.49827
2939,land,word,115,106,104,5,0.406231,0.429962,32730.056636
2940,grow,word,56,106,41,5,0.383372,0.402508,5002.927218
2941,troop,word,11,82,4,6,0.325957,0.334586,20.403815
2942,alltime,word,5,97,5,5,0.35167,0.364068,12.251554
2943,hectare,word,10,106,9,6,0.310405,0.319353,77.820178
2944,acre,word,24,106,22,5,0.357156,0.371706,1239.582498
2945,southeast,word,8,106,7,5,0.349775,0.363422,9.796659
2946,golden,word,7,90,5,5,0.318162,0.326725,133.341715
2947,triangle,word,7,90,5,5,0.299696,0.308487,550.016738
2948,vietnam,word,18,82,18,5,0.353142,0.366819,5353.768218
2949,pakistan,word,68,82,55,5,0.378121,0.39783,8995.381895
2950,colombia,word,7,82,9,5,0.323459,0.333102,132.092521
2951,criminal,word,65,82,54,5,0.376746,0.395906,4998.252706
2952,split,word,14,90,8,5,0.359241,0.37319,260.287959
2953,royal,word,29,106,22,5,0.345965,0.359099,3883.941305
2954,mount,word,8,106,5,5,0.335434,0.34443,16.691956
2955,destination,word,42,106,41,5,0.377541,0.396688,7734.584631
2956,transit,word,28,106,31,5,0.36186,0.377459,1995.31368
2957,iran,word,48,82,42,5,0.368014,0.385802,5856.437202
2958,asian,word,31,106,35,5,0.371837,0.389295,860.092063
2959,malaysia,word,10,82,5,5,0.331649,0.341513,1.287343
2960,singapore,word,48,82,46,5,0.384821,0.404523,4463.553349
2961,controversy,word,11,3,3,5,0.328513,0.337453,5.706555
2962,hanging,word,6,82,3,5,0.327022,0.336697,21.322701
2963,van,word,5,106,1,6,0.267273,0.273328,0
2964,part,word,55,106,49,4,0.390081,0.410149,10967.649494
2965,gang,word,13,106,8,5,0.344854,0.356241,199.045503
2966,eventually,word,27,101,8,5,0.331966,0.341177,163.046507
2967,french,word,56,106,44,5,0.377685,0.396532,7329.992608
2968,disrupt,word,9,3,5,5,0.333729,0.34388,239.08707
2969,postwar,word,6,106,6,6,0.315309,0.324674,37.027094
2970,italian,word,37,106,34,5,0.36653,0.383412,7080.677909
2971,sicily,word,5,90,3,5,0.323476,0.332033,0
2972,located,word,39,106,26,5,0.370322,0.387763,407.254905
2973,historic,word,18,106,15,5,0.357069,0.3715,413.275899
2974,westward,word,6,106,4,5,0.324775,0.333068,35.087511
2975,victory,word,37,90,35,5,0.376314,0.394402,11197.3719
2976,settle,word,16,106,12,5,0.345297,0.358671,400.347668
2977,near,word,47,106,40,5,0.380116,0.399204,3862.66373
2978,onethird,word,10,106,4,5,0.348434,0.360778,31.428825
2979,heartland,word,6,90,4,6,0.30554,0.313509,53.015785
2980,secondlarg,word,6,50,0,0,0,0,0
2981,violently,word,5,78,3,5,0.339991,0.351868,0
2982,fighting,word,7,0,1,5,0.288329,0.295796,0
2983,discovery,word,25,4,23,5,0.355073,0.368867,4345.351742
2984,airport,word,51,106,55,5,0.377372,0.396919,5747.198361
2985,explosive,word,10,3,7,5,0.331947,0.342729,2256.398503
2986,restrict,word,10,90,4,5,0.335759,0.345773,42.262056
2987,crop,word,11,106,6,6,0.330887,0.340929,130.272206
2988,pathogen,word,9,102,2,6,0.292484,0.301146,15.219549
2989,atmosphere,word,6,0,3,5,0.315275,0.324344,26.160438
2990,destroy,word,26,82,23,5,0.36806,0.384465,1652.859949
2991,starve,word,5,0,5,5,0.334978,0.34454,12.689441
2992,district,word,97,106,103,5,0.403071,0.426731,16987.452661
2993,court,word,137,82,112,5,0.40637,0.430441,36064.529794
2994,sweden,word,20,4,20,5,0.356144,0.370072,695.655933
2995,engineer,word,15,106,10,5,0.338374,0.35011,262.16107
2996,yeast,word,10,0,9,5,0.319487,0.329112,142.776779
2997,names,word,14,82,9,6,0.327984,0.337354,535.814777
2998,addicts,word,9,0,6,5,0.331203,0.341789,43.984823
2999,pain medication,word,5,102,3,5,0.30716,0.315778,1.123078
3000,acute pain,word,9,102,6,5,0.329136,0.339902,150.734692
3001,situations,word,6,97,4,6,0.306682,0.31571,2.416016
3002,caesarean section,word,6,97,7,5,0.332526,0.343443,152.748616
3003,participants,word,16,97,4,5,0.320059,0.328548,67.412916
3004,maintained,word,14,106,6,5,0.332639,0.3416,50.164829
3005,failed,word,17,82,8,5,0.339971,0.35099,173.641896
3006,classes,word,5,4,2,6,0.263024,0.269528,46.041776
3007,regulations,word,5,90,1,6,0.265591,0.271161,0
3008,opioid addiction,word,7,0,3,5,0.339132,0.350223,0
3009,treatments,word,5,51,0,0,0,0,0
3010,serious,word,14,82,5,5,0.323831,0.332975,79.070761
3011,induced,word,13,0,4,5,0.322805,0.333773,15.489261
3012,low doses,word,7,102,9,5,0.347022,0.36033,283.229685
3013,burning,word,5,78,1,6,0.291589,0.299202,0
3014,duration of action,word,5,0,2,6,0.281675,0.289338,0
3015,dissolved,word,7,0,1,5,0.312556,0.321728,0
3016,inserted,word,13,97,13,5,0.335778,0.345528,1019.422635
3017,membranes,word,5,4,1,6,0.232935,0.237484,0
3018,no difference,word,9,97,9,6,0.33219,0.342117,84.92997
3019,white matter,word,5,97,1,7,0.193514,0.195615,0
3020,physical dependence,word,10,0,5,5,0.338316,0.350198,22.466104
3021,withdrawal symptoms,word,10,3,11,5,0.337562,0.348773,66.786213
3022,females,word,7,102,2,6,0.302535,0.310747,43.518286
3023,eyes,word,8,3,2,6,0.300978,0.309898,5.08417
3024,kicking,word,6,78,2,6,0.259011,0.264023,706.328641
3025,opioid antagonist,word,5,0,3,6,0.289119,0.297636,0.402998
3026,intended,word,12,90,12,5,0.336217,0.346927,875.080324
3027,decreases,word,17,3,5,5,0.304485,0.31426,507.528915
3028,bloodbrain barrier,word,9,97,7,5,0.335549,0.348045,173.831646
