Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
3029,opioid receptor,bigram,3,0,16,5,0.348352,0.363247,432.931879
3030,opioid peptides,word,6,0,5,5,0.301362,0.310462,21.463649
3031,activated,word,5,0,2,5,0.304359,0.314361,0
3032,analgesics,word,14,97,7,5,0.323902,0.335675,33.873652
3033,values,word,6,3,6,5,0.327857,0.337441,95.37561
3034,movements,word,9,3,4,5,0.332789,0.343922,124.908079
3035,scientists,word,10,0,5,5,0.34341,0.354757,59.649184
3036,advertising,word,5,52,0,0,0,0,0
3037,united states,word,21,106,5,5,0.355843,0.369641,72.48504
3038,musicians,word,9,0,6,5,0.327493,0.336251,73.190004
3039,touring,word,6,106,4,6,0.302318,0.310744,7.282848
3040,songs,word,10,90,5,5,0.337235,0.346879,371.110621
3041,life imprisonment,word,9,82,3,5,0.330924,0.340635,3.653041
3042,opioid analgesics,word,6,102,4,5,0.306332,0.315135,5909.602879
3043,amendments,word,5,53,0,0,0,0,0
3044,illegal drugs,word,7,0,1,6,0.266441,0.272284,0
3045,convicted,word,17,82,5,5,0.329136,0.338807,30.732655
3046,offences,word,12,82,9,5,0.345075,0.35713,58.03162
3047,prescription opioids,word,5,0,2,5,0.331091,0.340934,0
3048,miles,word,13,106,7,5,0.330554,0.341758,149.471991
3049,km,word,9,106,4,5,0.328788,0.337972,37.77814
3050,removed,word,15,97,16,5,0.352425,0.365736,5180.866404
3051,afghans,word,10,82,4,5,0.336908,0.34851,5.518913
3052,consumed,word,6,0,2,5,0.313269,0.322575,39.457062
3053,arrested,word,9,3,2,6,0.309689,0.318975,17.460109
3054,illegal trade,word,6,0,1,6,0.279291,0.28651,0
3055,civil war,word,10,90,5,5,0.342972,0.353705,23.400691
3056,started,word,6,78,3,5,0.335092,0.344958,68.04014
3057,settled,word,12,106,3,6,0.284318,0.29267,3.39347
3058,prices,word,11,0,5,5,0.326606,0.336211,42.827509
3059,attacked,word,7,82,4,5,0.331873,0.341925,130.820174
3060,words,word,8,90,5,6,0.297088,0.306591,233.031115
3061,pathogens,word,5,102,1,6,0.284182,0.292585,0
3062,ties,word,6,106,3,6,0.330184,0.342924,9.419513
3063,claims,word,12,97,3,6,0.319522,0.328314,12.989361
3064,codydramol,word,9,0,10,5,0.330037,0.340641,113.903305
3065,denote,word,6,4,3,6,0.281917,0.289848,0.565582
3066,dihydrocodeine,word,10,0,7,5,0.322875,0.332292,9.070676
3067,moderate pain,bigram,2,54,0,0,0,0,0
3068,analgesic effects,word,11,0,7,5,0.329081,0.341183,94.4407
3069,hydroxyprogesterone,word,17,102,19,5,0.320232,0.329826,2233.47178
3070,ohp,word,36,102,29,5,0.346046,0.358882,7881.031934
3071,progesterone,word,49,0,51,5,0.360469,0.377843,5951.237219
3072,progestogen,word,8,102,5,5,0.312457,0.321844,11.138863
3073,steroid,word,27,97,28,5,0.355629,0.371635,1103.523503
3074,hormone,word,29,0,29,5,0.358217,0.373373,5758.053593
3075,biosynthesis,word,17,4,13,5,0.335035,0.346451,1330.120864
3076,androgen,word,18,0,17,5,0.351879,0.365036,359.13989
3077,estrogen,word,38,102,40,5,0.37287,0.390943,1980.320169
3078,glucocorticoid,word,11,0,12,5,0.346513,0.360417,87.852489
3079,albeit,word,6,0,3,5,0.314085,0.323625,19.788993
3080,cortisol,word,23,3,22,5,0.369326,0.385788,456.989468
3081,hydroxylase,word,8,102,11,5,0.329668,0.338996,1561.67052
3082,encode,word,9,4,6,6,0.292252,0.30127,54.276328
3083,cypa,word,22,3,26,5,0.358369,0.373636,1375.901896
3084,fetal,word,18,3,15,5,0.356122,0.370171,172.453237
3085,adrenal,word,9,0,7,5,0.337389,0.348228,24.270866
3086,specifically,word,34,102,26,5,0.380753,0.398931,810.852331
3087,corpus,word,9,102,4,5,0.314169,0.32271,0
3088,luteum,word,5,102,4,5,0.314169,0.32271,0
3089,ovulation,word,5,97,4,5,0.327366,0.337312,0
3090,buildup,word,8,102,9,5,0.313468,0.323303,196.432856
3091,deficiency,word,41,4,47,5,0.372987,0.391606,7147.371979
3092,placenta,word,7,4,8,5,0.329393,0.339196,143.596786
3093,assay,word,6,0,1,6,0.295986,0.305787,0
3094,liquid,word,18,4,11,5,0.34387,0.355146,698.288532
3095,newborn,word,10,90,12,5,0.347471,0.359551,160.122363
3096,birth,word,67,102,64,5,0.400447,0.421892,6591.952608
3097,pharmacokinetic,word,16,3,18,5,0.362348,0.377854,472.449096
3098,caproate,word,5,102,6,6,0.25875,0.264322,14.086442
3099,progestin,word,22,102,32,5,0.358521,0.373639,9709.420634
3100,chlormadinone,word,9,102,9,5,0.303312,0.312034,399.434901
3101,cyproterone,word,19,102,15,5,0.331481,0.341713,2583.158533
3102,medroxyprogesterone,word,5,102,4,6,0.268049,0.274578,26.835073
3103,steroids,word,8,97,11,5,0.333578,0.344887,192.712572
3104,progesterone receptor,word,6,0,6,5,0.311222,0.321269,6.867195
3105,measurements,word,5,78,4,6,0.291143,0.298804,10.302662
3106,enzymes,word,14,4,6,6,0.264888,0.271754,134.162329
3107,improves,word,5,0,3,5,0.319955,0.330357,3.053668
3108,pharmacokinetics,word,9,0,4,6,0.292007,0.300612,11.951441
3109,reviewed,word,7,102,1,6,0.257094,0.261918,0
3110,medroxyprogesterone acetate,word,5,102,4,5,0.301994,0.311532,376.783841
3111,saridon,word,13,0,13,5,0.344834,0.356628,98.292312
3112,propyphenazone,word,23,0,25,5,0.351817,0.365891,2790.274191
3113,phenacetin,word,8,0,13,5,0.330887,0.34059,108.009948
3114,latin,word,15,106,10,5,0.339932,0.350327,141.810679
3115,menstrual,word,5,3,6,5,0.335816,0.345319,32.853613
3116,hand,word,33,90,26,5,0.36124,0.376463,1346.019319
3117,ward,word,10,106,6,6,0.325814,0.336877,43.686752
3118,restore,word,11,82,5,6,0.32954,0.34059,1.143564
3119,alertness,word,6,97,7,5,0.316204,0.326333,2398.389162
3120,cochrane,word,11,97,13,5,0.345499,0.358055,88.542292
3121,uncommon,word,10,90,7,5,0.355458,0.369054,359.485188
3122,rash,word,6,0,2,6,0.297163,0.30612,1.556011
3123,thrombocytopenia,word,10,97,14,5,0.333616,0.344439,359.789853
3124,barbiturate,word,20,0,18,5,0.363195,0.379485,1093.603463
3125,phenytoin,word,6,102,5,6,0.296864,0.306458,43.748547
3126,carbamazepine,word,5,102,4,5,0.326029,0.335142,134.192171
3127,rifampicin,word,125,102,134,5,0.396976,0.422335,79932.134692
3128,aminophenazone,word,10,0,2,5,0.302737,0.31099,2.821342
3129,dehydrogenase,word,23,4,20,5,0.346777,0.360056,1290.458467
3130,hepatic,word,16,3,12,5,0.320527,0.330151,208.638356
3131,porphyria,word,8,3,4,5,0.306078,0.314934,3.90788
3132,bleed,word,18,97,24,5,0.362348,0.378212,1074.91401
3133,lactation,word,7,4,7,5,0.348413,0.361543,104.24536
3134,transform,word,10,4,5,5,0.329558,0.339007,135.953316
3135,nitrosamine,word,5,4,2,6,0.279714,0.287453,19.421337
3136,indication,word,18,102,14,5,0.345055,0.357113,232.968427
3137,enterprise,word,7,106,2,6,0.283568,0.29074,0
3138,philippine,word,7,82,2,6,0.301994,0.310479,1.786484
3139,verify,word,5,3,1,5,0.314537,0.322688,0
3140,cochrane review,word,6,0,7,5,0.330074,0.341468,164.117359
3141,adverse reactions,word,9,3,8,5,0.340795,0.353761,22.380695
3142,barbiturates,word,7,3,3,6,0.265138,0.27141,13.156777
3143,indications,word,5,102,1,6,0.316865,0.325825,0
3144,philippines,word,7,82,4,5,0.337813,0.348273,1.312063
3145,tremor,word,11,0,7,5,0.318815,0.327566,44.384058
3146,upper,word,15,97,8,5,0.340579,0.35169,73.004966
3147,internally,word,5,97,1,6,0.262896,0.268255,0
3148,dystonia,word,5,3,3,5,0.314755,0.324245,1.030267
3149,contraction,word,14,3,13,5,0.346391,0.358769,464.688571
3150,antipsychotic,word,15,3,15,5,0.359898,0.376138,238.111782
3151,tongue,word,7,97,3,6,0.293734,0.301552,28.862332
3152,throat,word,7,97,7,5,0.30269,0.311012,189.823789
3153,impair,word,20,3,21,5,0.365351,0.381903,1756.289343
3154,haloperidol,word,16,3,13,5,0.352594,0.366356,235.214731
3155,amphetamine,word,7,3,1,5,0.322611,0.330879,0
3156,dramatic,word,16,90,9,5,0.340128,0.351399,95.177152
3157,parkinson,word,6,3,2,5,0.312937,0.321836,0
3158,versus,word,20,97,15,5,0.345237,0.357762,211.111611
3159,relevant,word,28,4,17,5,0.34391,0.356049,2046.840339
3160,foot,word,20,90,15,5,0.356402,0.370865,1736.496773
3161,presentation,word,9,102,4,5,0.321033,0.330754,24.763307
3162,abnormal,word,11,4,5,5,0.312871,0.321554,64.21864
3163,persistent,word,14,3,10,5,0.344612,0.355922,89.654264
3164,biliary,word,7,3,9,5,0.340167,0.352257,224.419863
3165,ineffective,word,15,102,9,5,0.337408,0.348474,99.107199
3166,anticonvulsant,word,5,0,1,5,0.287992,0.295113,0
3167,hands,word,10,90,3,6,0.278672,0.28642,52.847493
3168,antipsychotics,word,7,102,2,5,0.302659,0.31268,0
3169,parkinsons disease,word,6,102,1,6,0.300152,0.308521,0
3170,longterm treatment,word,5,55,0,0,0,0,0
3171,achr,word,15,4,15,5,0.325114,0.336093,374.610153
3172,integral,word,6,78,6,5,0.307448,0.317101,40.59169
3173,muscarinic,word,7,0,4,6,0.298695,0.309037,3.556462
3174,biology,word,7,4,5,5,0.29572,0.304007,322.61227
3175,belong,word,10,0,8,5,0.336792,0.348183,780.253623
3176,distinct,word,24,106,18,5,0.372071,0.388547,1165.869516
3177,superfamily,word,8,0,11,5,0.311781,0.322377,633.130562
3178,junction,word,7,4,6,5,0.33262,0.342562,77.317142
3179,endplate,word,6,4,7,5,0.330924,0.342026,28.211536
3180,autonomic,word,6,102,2,5,0.320893,0.328686,0
3181,ganglia,word,13,97,14,5,0.308186,0.318334,1882.787695
3182,medulla,word,9,97,8,5,0.304516,0.31266,1434.562008
3183,inhibition,word,35,0,27,5,0.36186,0.377772,1710.395671
3184,nonselective,word,5,0,3,5,0.335663,0.347325,0
3185,cation,word,7,4,4,5,0.312722,0.324135,49.084901
3186,ligandgated,word,6,0,4,6,0.276674,0.283878,0.697619
3187,subunit,word,18,4,20,5,0.331426,0.342218,3771.314252
3188,arrange,word,6,56,0,0,0,0,0
3189,barrel,word,5,4,3,6,0.320406,0.331807,186.884447
3190,amino,word,17,4,12,5,0.334845,0.344083,733.668135
3191,close,word,31,106,19,5,0.360953,0.376449,5101.156877
3192,pore,word,5,4,5,5,0.331407,0.340765,114.930645
3193,terminus,word,5,106,3,5,0.32112,0.331643,13.778503
3194,alpha,word,5,4,2,6,0.267879,0.274465,0
3195,rotation,word,10,0,7,5,0.336045,0.347833,69.845459
3196,hydration,word,8,4,3,6,0.283282,0.291313,0.5
3197,residue,word,15,4,11,5,0.313369,0.324635,1368.757507
3198,edge,word,6,106,1,5,0.307448,0.315967,0
3199,synapse,word,11,97,12,5,0.326805,0.337035,722.037998
3200,ionic,word,13,4,8,5,0.312292,0.322485,16.334861
3201,cardiac,word,22,97,22,5,0.358261,0.373537,1238.777923
3202,glycine,word,14,4,15,5,0.342633,0.355065,737.034161
3203,sequence,word,8,4,4,6,0.293778,0.302878,24.513577
3204,evolve,word,8,106,4,5,0.3236,0.332193,6.514168
3205,fact,word,24,0,10,5,0.344151,0.356331,530.307048
3206,minor,word,21,82,15,5,0.362882,0.378935,191.255193
3207,mutation,word,23,4,26,5,0.344834,0.357026,2163.235762
3208,evolution,word,12,97,9,5,0.317325,0.326387,185.199612
3209,modulator,word,26,0,32,5,0.347716,0.36211,6179.074521
3210,blocking,word,19,97,21,5,0.349403,0.36338,3517.12333
3211,atropine,word,10,0,8,5,0.330129,0.341504,84.140032
3212,cms,word,6,4,5,5,0.323955,0.333283,22.133855
3213,defect,word,9,102,5,5,0.320667,0.329863,6.669461
3214,abnormality,word,5,4,4,5,0.314185,0.322456,164.238023
3215,chrne,word,6,4,6,5,0.300718,0.308967,22.590249
3216,kinetic,word,6,0,4,5,0.306332,0.31599,5.16052
3217,arg,word,5,0,5,5,0.310388,0.320456,25.607122
3218,efficiency,word,7,78,5,5,0.30854,0.31698,97.147753
3219,opening,word,7,3,2,6,0.265412,0.271082,3.579016
3220,probability,word,8,3,7,5,0.34343,0.354379,57.233219
3221,molecules,word,16,4,12,5,0.311781,0.322544,2635.114627
3222,neuromuscular junction,word,5,57,0,0,0,0,0
3223,ligandgated ion channels,word,5,3,3,6,0.289304,0.298118,267.535002
3224,amino acids,word,7,4,6,6,0.305603,0.315047,216.522233
3225,inhibiting,word,8,0,2,5,0.310437,0.319226,0
3226,mutations,word,16,4,14,5,0.330572,0.340652,1325.994686
3227,modulators,word,10,102,6,5,0.323494,0.334781,32.664368
3228,encoding,word,6,4,3,6,0.279542,0.287052,2.90458
3229,insurance,word,33,78,30,5,0.360513,0.376223,2283.057096
3230,deliver,word,13,97,14,5,0.355308,0.368944,401.118666
3231,incentive,word,6,0,4,6,0.304469,0.312443,0
3232,necessity,word,8,97,3,5,0.332583,0.342235,0.970648
3233,admission,word,18,3,10,5,0.341564,0.352963,69.950007
3234,length,word,30,3,32,5,0.369626,0.386826,1644.738234
3235,growth,word,38,3,32,5,0.375048,0.392836,7769.684456
3236,managed,word,13,78,10,5,0.346736,0.358448,391.501641
3237,enactment,word,6,106,2,6,0.298635,0.306735,13.484522
3238,bad,word,17,3,11,5,0.350605,0.363961,224.939536
3239,transformation,word,5,4,2,6,0.319297,0.32758,3.443991
3240,father,word,7,106,1,6,0.267382,0.273876,0
3241,mainstream,word,18,90,15,5,0.332022,0.344772,1059.272682
3242,business,word,62,106,58,5,0.390262,0.410959,9111.383617
3243,forprofit,word,6,78,2,6,0.298424,0.306653,0
3244,hmo,word,22,78,18,5,0.342653,0.354737,265.312818
3245,simply,word,21,90,15,5,0.358217,0.372812,903.461524
3246,pocket,word,9,78,3,5,0.2967,0.305431,118.767386
3247,essentially,word,11,90,3,5,0.311551,0.321291,11.210583
3248,blue,word,40,106,36,5,0.380679,0.399137,3065.102227
3249,shield,word,9,106,8,6,0.320771,0.329095,154.192204
3250,statewide,word,12,106,8,5,0.350169,0.36393,128.598812
3251,nonprofit,word,7,82,5,6,0.317529,0.3267,4.933194
3252,discount,word,5,3,5,5,0.321802,0.330653,54.452724
3253,competitive,word,31,90,31,5,0.371159,0.3885,2985.935206
3254,profit,word,14,0,9,5,0.342395,0.353296,104.937643
3255,poll,word,16,82,14,5,0.362504,0.377386,505.648062
3256,consistent,word,8,4,5,5,0.330887,0.339682,23.504161
3257,premium,word,6,0,3,6,0.304642,0.312446,1.953858
3258,optional,word,5,82,3,6,0.313852,0.3224,0
3259,capita,word,18,106,21,5,0.374453,0.391538,319.044141
3260,spending,word,11,78,10,5,0.337119,0.346685,272.277051
3261,income,word,52,106,46,5,0.378484,0.397796,6017.34392
3262,percentage,word,44,106,47,5,0.385323,0.405048,6045.987686
3263,gdp,word,14,106,18,5,0.34367,0.355304,362.616163
3264,association,word,83,106,83,5,0.416396,0.438454,19905.015158
3265,directory,word,7,78,3,6,0.307432,0.315451,4.529242
3266,sixth,word,8,106,7,5,0.351106,0.363806,55.218962
3267,elderly,word,13,3,9,5,0.331147,0.342213,120.389123
3268,monthly,word,10,78,6,5,0.327657,0.337932,9.100329
3269,indemnity,word,6,78,6,6,0.330887,0.340317,6.995681
3270,utilize,word,10,97,4,5,0.327639,0.338367,13.69776
3271,negotiate,word,6,82,1,6,0.314721,0.325512,0
3272,highprofile,word,9,90,9,5,0.342137,0.353315,154.055739
3273,unitedhealthcare,word,6,78,3,6,0.310503,0.318416,1.957613
3274,competitor,word,6,90,4,5,0.332414,0.342371,21.914009
3275,utilization,word,14,97,12,5,0.330943,0.34013,302.765448
3276,criterion,word,15,3,14,5,0.34379,0.356213,690.216882
3277,suit,word,11,82,6,5,0.343091,0.354015,141.939847
3278,litigation,word,7,4,6,5,0.319073,0.327166,122.825958
3279,allege,word,8,78,2,5,0.288287,0.297009,0
3280,fraud,word,8,4,5,5,0.321469,0.329835,102.346766
3281,aetna,word,7,4,8,5,0.323405,0.331796,74.021273
3282,revenue,word,38,106,37,5,0.372141,0.389628,2431.324654
3283,oscar,word,9,90,6,5,0.337177,0.348922,65.024042
3284,medicaid,word,6,78,4,6,0.304814,0.312883,7.478003
3285,medicare,word,15,78,19,5,0.340775,0.352525,835.894287
3286,fee,word,12,78,15,5,0.347511,0.359805,370.151085
3287,sort,word,10,78,6,5,0.317632,0.328277,341.256057
3288,concept,word,23,90,17,5,0.345297,0.356947,566.331325
3289,fix,word,7,90,3,5,0.316424,0.326689,20.811681
3290,facility,word,22,106,18,6,0.364405,0.379821,198.609294
3291,certificate,word,5,0,4,6,0.31782,0.326,12.251014
3292,commissioner,word,13,106,12,5,0.334106,0.343759,112.656598
3293,assign,word,16,101,19,5,0.346431,0.358676,674.786791
3294,pcp,word,17,4,12,5,0.329613,0.338446,500.454113
3295,specialty,word,8,90,5,5,0.312242,0.322123,55.257144
3296,employee,word,17,106,10,5,0.349568,0.362827,142.663485
3297,sanction,word,9,82,4,6,0.325419,0.336618,14.095126
3298,language,word,60,106,50,5,0.368704,0.386361,7920.927423
3299,protect,word,41,106,29,5,0.378121,0.396363,10751.242869
3300,ground,word,17,106,6,5,0.347716,0.360239,96.560041
3301,capitation,word,5,78,2,6,0.298786,0.307076,0
3302,exclusive,word,7,4,5,5,0.311715,0.321503,92.125218
3303,feeforservice,word,5,78,2,6,0.322206,0.331364,8.281902
3304,preferred,word,14,78,6,5,0.332414,0.342159,45.156529
3305,earn,word,8,90,3,5,0.306666,0.315025,11.608473
3306,usual,word,11,0,8,5,0.345277,0.358566,25.170342
3307,payment,word,16,90,9,6,0.303094,0.311774,6286.894786
3308,copayment,word,6,78,9,5,0.3371,0.346764,508.076569
3309,deductible,word,7,78,12,5,0.328861,0.337625,129.108752
3310,coinsurance,word,5,78,6,6,0.306873,0.314898,15.190755
3311,choice,word,25,90,14,5,0.350397,0.363526,425.158533
3312,freedom,word,22,106,17,5,0.354647,0.368244,1057.558899
3313,customer,word,9,90,6,6,0.28316,0.291329,61.571184
3314,caregiver,word,7,0,8,5,0.329448,0.338705,166.477723
3315,ncqa,word,6,78,5,5,0.324507,0.332552,53.430693
3316,accreditation,word,5,78,5,6,0.317069,0.325371,31.714102
3317,hedis,word,6,78,6,5,0.326787,0.335207,242.959404
3318,electronic,word,7,106,3,6,0.298288,0.306786,1.331111
3319,manual,word,6,78,3,5,0.317751,0.325566,2.669782
3320,entry,word,12,0,11,5,0.366189,0.381282,742.269602
3321,picture,word,18,78,14,5,0.326606,0.336555,1536.280536
3322,introduction,word,14,101,10,5,0.34866,0.360716,995.15709
3323,style,word,51,90,44,5,0.379945,0.398981,4645.016115
3324,managed care,word,8,3,1,6,0.272765,0.279177,0
3325,physicians,word,20,0,16,5,0.349279,0.362327,1178.062305
3326,services,word,9,3,1,6,0.288794,0.296905,0
3327,programs,word,18,78,9,5,0.344632,0.356571,1240.358983
3328,hospitals,word,7,0,5,6,0.319885,0.330328,180.239147
3329,health plans,word,5,58,0,0,0,0,0
3330,insurers,word,8,90,5,5,0.313685,0.321449,52.765467
3331,consumers,word,5,90,5,6,0.312904,0.320857,79.82609
3332,contracts,word,5,82,1,5,0.313302,0.321077,0
3333,techniques,word,10,97,9,5,0.314721,0.32565,146.643447
3334,companies,word,30,106,22,5,0.364585,0.380633,2466.073985
3335,providers,word,9,4,5,5,0.315612,0.323704,60.616008
3336,benefits,word,20,78,11,5,0.336255,0.349368,536.91889
3337,criteria,word,10,3,4,5,0.329301,0.338325,0
3338,combinations,word,5,0,4,5,0.316729,0.326107,12.597998
3339,penalties,word,5,3,1,5,0.300244,0.308346,0
3340,written,word,12,3,3,5,0.316644,0.326454,2.323184
3341,supplies,word,7,82,1,6,0.299058,0.307234,0
3342,managing,word,5,3,1,5,0.301408,0.311235,0
3343,lipoic,word,37,4,30,5,0.34375,0.356171,1202.221896
3344,ala,word,7,4,3,5,0.333221,0.34223,6.941086
3345,supplement,word,26,4,21,5,0.355822,0.370512,2233.679288
3346,lipoate,word,6,4,5,6,0.294525,0.303521,50.490142
3347,rla,word,26,4,28,5,0.357307,0.371991,2082.126007
3348,cofactor,word,11,4,9,6,0.30104,0.311698,539.694236
3349,sulfur,word,9,4,5,5,0.327095,0.335867,9.446985
3350,atom,word,80,4,67,5,0.35911,0.37646,13421.272969
3351,connect,word,42,106,34,5,0.3649,0.381288,2550.766745
3352,oxidize,word,12,4,11,5,0.340913,0.352429,255.034517
3353,naturally,word,17,97,10,5,0.337389,0.348948,82.874871
3354,sla,word,16,4,11,5,0.330462,0.340537,122.084143
3355,rsla,word,8,4,9,5,0.346025,0.356865,143.276556
3356,cleavage,word,6,4,4,5,0.317632,0.325921,6.138185
3357,cycle,word,9,3,4,6,0.305035,0.313783,23.71303
3358,hdac,word,7,3,6,5,0.31724,0.325018,8.369244
3359,endogenously,word,6,0,3,5,0.31909,0.327685,35.658945
3360,enzymatic,word,7,4,5,6,0.291949,0.301165,19.098607
3361,covalently,word,8,4,8,5,0.327512,0.337046,23.819867
3362,amide,word,7,4,4,6,0.320284,0.329538,56.496953
3363,lysine,word,5,4,2,6,0.263917,0.269598,0
3364,lipoyl,word,9,4,9,5,0.33219,0.341643,129.247479
3365,domain,word,17,4,10,5,0.329393,0.338209,213.219753
3366,fatty,word,15,3,10,5,0.336064,0.347308,90.714286
3367,carrier,word,13,106,11,5,0.343111,0.354605,333.701193
3368,mitochondria,word,7,4,5,5,0.30524,0.315578,9.333817
3369,hydrogen,word,27,4,27,5,0.349734,0.362934,1048.10322
3370,radical,word,10,0,5,5,0.337427,0.347974,4.12204
3371,sam,word,16,4,15,5,0.339639,0.349989,570.11027
3372,synthase,word,7,3,1,7,0.231538,0.235403,0
3373,degrade,word,12,4,8,5,0.336658,0.348259,368.065997
3374,vitamin,word,6,4,5,5,0.330388,0.342232,21.554973
3375,uptake,word,8,0,5,5,0.324364,0.334609,26.365952
3376,nutrient,word,21,4,16,5,0.33593,0.346541,290.609311
3377,methylamine,word,5,4,4,5,0.31741,0.325684,155.23051
3378,respectively,word,30,0,11,5,0.373105,0.389676,310.470066
3379,ferry,word,27,106,30,5,0.359832,0.376847,4153.428446
